Name,Original Title,Korean Name,Show Type,Release Year,Age Rating,Duration,Episodes,Seasons,Years,Rating,Number of Ratings,Number of Ratings (num),Poster Link,Trailer Link,Genres,Description,Stars,Streaming Services
Extraordinary Attorney Woo,Isanghan byeonhosa Woo Young-woo,??? ??? ???,TV Series,2022,TV-14,1h 15m,16,1,1,8.6,30K,30000,https://m.media-amazon.com/images/M/MV5BMGM4ZjU4ZWItZWNmYy00ZDZhLThjY2EtMDEyOTk0NjI3YzJiXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi298041881/1434659607842-pgv4ql-1656071497126.mp4?Expires=1730931657&Signature=RR3NWi3BPQ8sqTb0yFwy2NT0B3bghBM4zrrpM2i6S8zvDV4RCozgWDxXozLUfAkO41GLw2iSB1ef7atphX74V91Z1JqcV3HSRmXz1GstIo3xPZezRYby5OFdLyx10V4CCweJFWZhINGU3fMZFvA5~gJV0oVVUqiAPEUpa-76mguoJs3tm09s1J8-rU6RUpyfDTl2yC~dZye~o60gftWl-KAmajg6BrdIdB1g3M2wsYDpXrAuGOl6QyJ0NJLA5dOTF~19ywr7mPsJZamEDJMM3OZ8LOva-AHQdB35i8wcqkCR~zVRT51vn1hT7d4CdekbYQlKoPBKO8qHmsATJn8CSA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Legal Drama, Drama","Follows the brilliant attorney Woo Young-woo, who tackles challenges in and out of the courtroom as a rookie at a prominent law firm and a woman on the autism spectrum.","Park Eun-bin, Kang Tae-oh, Kang Ki-young",Watch on Netflix (https://www.netflix.com/watch/81518991)
Business Proposal,Sanae matseon,?? ??,TV Series,2022,TV-14,1h,12,1,1,8.1,28K,28000,https://m.media-amazon.com/images/M/MV5BYWM2NTM4MTktNDFiNi00NTI3LThiZTgtZmJiZTQ2NzdhNDE3XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi3279143705/1434659607842-pgv4ql-1644843341700.mp4?Expires=1730931954&Signature=fwDKuOJwN01D9V7USdK3lDv22XeMoAgfajt61DOV0W9XID9Fs5f34NCfS3eVSRx3lr1TyrUZV4y~wbQyjk09COW35meZfw154JPbGd3KGLuTVxUH9sGiM7HZfodq7qdOLPTN~JOfSkLKCtP5jdckR~8LjLM3j-D9OZNqD2hUPvx3IWuxz5xDuoCTboBIm361Ym2odN8g-4s75s8oiHlJ0samFEvy3L0V6z6cCtVHdY~Iq~fRWrPOTR20RAtU9W0RMOluRKk1eCkzYhwujO7nLnV946FV0NdN0ttXdHZPu6JZP2DtREZU5sDrfz819LdoVZvqN7l34YlBeCROgpPyfg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Romantic Comedy, Workplace Drama, Comedy, Drama, Romance","In disguise as her friend, Ha-ri shows up to a blind date to scare him away. But plans go awry when he turns out to be her CEO - and makes a proposal.","Ahn Hyo-seop, Kim Sejeong, Kim Min-kyu",Watch on Netflix (https://www.netflix.com/watch/81509440)
Descendants of the Sun,Taeyangeui huye,??? ??,TV Series,2016,TV-14,1h,19,1,1,8.2,24K,24000,https://m.media-amazon.com/images/M/MV5BYTQ3MWI2MjEtM2Q3NS00YjU4LWFkZGItNDA0OTc2NjcwZWY3XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi3697262873/1434659607842-pgv4ql-1613069425575.mp4?Expires=1730931917&Signature=tkssBQKiEw7FdRWIgJXVXNhL-wd66PwUVhMmpZoQR3e6GNbfLMJOZHkWX5K2C6ObSnimuBuSl6YAkGwAnuQlv1eshkKW0I00r3ZNTg5BlJLCVjN2u2Ip5sLCRTYMtaYrZIugswngo7xz6E4ENstKDinAFr2ZtRsXdX2oNbje-xzcTJKlD8jyi5~zH5TBP31KYP3bm0Q4hDTa9Mtyz5t9elCAeRdOJSLlnF7TKa~SRLZmQOOGRtnTKWLdkba6l04LNzQPltqwjwtBUuAZcVJeU0dwrw7t~67FvlKQx3GvHCcw88PafRfQeXPBjRdogeMg3aw2jw2BwideUPrdKa16zQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Action, Comedy, Drama, Romance",This drama tells of the love story that develops between a surgeon and a special forces officer.,"Song Joong-ki, Song Hye-kyo, Jin Goo",N/A
Hometown Cha-Cha-Cha,Gaet-na-eul cha-cha-cha,??? ???,TV Series,2021,TV-14,1h 10m,16,1,1,8.3,22K,22000,https://m.media-amazon.com/images/M/MV5BNDFkYmM3MGMtYWIwNC00ZDkxLWFjZjItYmQ4NTdiZWNjMzczXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi2929378073/1434659607842-pgv4ql-1633948080609.mp4?Expires=1730931883&Signature=PzoFn-nz-jH-XGt1Xdqg1Nrphk3arygW1QXxW4grSQDkLaaY~EH9LnwrnO6rMM7I5swH2PV4~rDnylMFWdy8FgwGxDc2hpNgcJkempJ88y~9Zi7hWSCOKsjXZJ~JmX9tjwlHS0MhkRVJ~SlffKNNX6xkRffF0Bbf39GtCbrnSU~5l7saFSqDee1aMNTFEZgBbWSBJ83JiSVxs57FL1I8vJ86HfxmIr2Ax9tj6wDUMy1M48l1fZ8MxFA5XWs9bM1c7lMSkqe3l2ePdTzqEQDZnF-f0oglSLeeSJ2yLnhZczKt0vV4N5kOLRHwSC1vXZIRoNW8V3e9h-5e8AxjVepd5Q__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Comedy, Drama, Romance","A big-city dentist opens up a practice in a close-knit seaside village, home to a charming jack-of-all-trades who is her polar opposite in every way.","Shin Min-a, Kim Seon-ho, Gina Su",Watch on Netflix (https://www.netflix.com/watch/81473182)
Itaewon Class,Itaewon Keullasseu,??? ???,TV Series,2020,TV-MA,1h 10m,16,1,1,8.2,21K,21000,https://m.media-amazon.com/images/M/MV5BODEyZmVlMWEtYjNmNS00MTQ5LThlMzgtZjM4YjNhMGVkZWI4XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi2588720921/1434659607842-pgv4ql-1582030926784.mp4?Expires=1730935794&Signature=pia4w9yoVg-DPNtAGTpO2SACbt-ZYshbJsN33c7X1kUS90BPliLpkastlALKnbbZXIWpSQeV7ISzhlbubu~Rm8TMydZiDNcvkF88QirirJcKFdFXhdEfme7P0P55QOacVQDh4wwUEVTy3N~2P68qmKIMx61qfO5aqz-EZkZGxP0MPVS3d75JHtwjxekU~jXQgjnbJBRcCa46sEwe5gSbFEp-312uE6wvmv0Rnvok2~cO8Sq2BBtYWXVSxSnMWwvwa4DabF0U6rwULRtfGH9gvuU9O28OXyffGlucx1cX1soRvQDzrFTB-bQmHi-yEy6I4YzMYIUs9uv2tCStTDbjHQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Drama, Romance","An ex-con opens a street bar in Itaewon, while also seeking revenge on the family who was responsible for his father's death.","Gwang Jin, Park Seo-joon, Kim Da-mi",Watch on Netflix (https://www.netflix.com/watch/81193309)
Alchemy of Souls,Hwan Hon,??,TV Series,2022,TV-14,1h 20m,30,1,2,8.7,20K,20000,https://m.media-amazon.com/images/M/MV5BOGFhNGQzMWUtZWJhNi00NGZiLTg1MjEtMTQzZmU4Njg2MWRhXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi1627047193/1434659607842-pgv4ql-1670338505231.mp4?Expires=1730931813&Signature=pzRr4GBnuuy6Coqw7c2jOEYTCZChMFZ4YDopBUkIgNKPQXYAe9cPooTNH1MTpDtrTauNzmnr34erk40HwuyFZRiv7cnCB3V-Y-U2yUR7umRLqonaN~ieHySlmhcQpafBQH57oyLhcs1pLu8wD4wqHuEFRoABQLun8AP~fQqV66EGvU~lFtXPkqCJj3aTXDU903IGKSUjxU446ZOHoG6PfD5xZI7AYzbrdw1dzaKdb9FgGjAnS9ZZiCI8AivNdLfg5SCzo4l~24JJ8D~hSZdnGOx33lhBd9rR8-36gyBsbrZ0xr9Q6D4x743DIuinRCED-7W~XO7vAu~2nq-yrbNzEQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Dark Fantasy, Fantasy Epic, Feel-Good Romance, Korean Drama, Sword & Sorcery, Action, Drama, Fantasy, Romance, Thriller","Set in a fictional country called Daeho, it is about the love and growth of young mages as they overcome their twisted fates due to a forbidden magic spell known as the ""alchemy of souls"", which allows souls to switch bodies.","Lee Jae-wook, Hwang Min-hyun, Yoo Joon-sang",Watch on Netflix (https://www.netflix.com/watch/81517188)
What's Wrong with Secretary Kim,Kimbiseoga wae geureolkka,???? ? ???,TV Series,2018,TV-G,1h,16,1,1,8,20K,20000,https://m.media-amazon.com/images/M/MV5BOTgxYzZlMmYtZDJiMy00MjMxLWFmNjQtZDg4YjJhYjQzNjBjXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi2698035481/1434659607842-pgv4ql-1604071902655.mp4?Expires=1730935915&Signature=n-I1vSCLDSgh6J1PbApCiYvaaSdbdDL~j5vCupGvjjzuyON3UVK~3osjnu7ZMa~QVLE3FbxSKd3HddgbR9rLf0SHHOiJGmv-BiwUcRJFJYGjTXg8GCXH~J8RPY548lGXp10LnAX20qTMiJyqRyDB4PBLdqUKa~H-71eVbZAk8Zj3N1BqSYf6gV~hwgMkZeJD~bRiduu9d8Enfe7GXRotgdY1ZSvzkOhnWz410D3xaBQ2Btjw0tvMzCW-I0rEdzyFphhbg5ZqUVC1TMrA32FalS9J-JV5sneuIF2qDS3RV8Z6Rs00jI7VTdrkc8OUzF~qbVfwlROvWYbRQY5CoXU~7A__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Workplace Drama, Comedy, Mystery, Romance",Follows the budding romance between a perfect but narcissistic second-generation heir and his capable assistant.,"Park Min-young, Park Seo-joon, Lee Tae-Hwan",Watch on Hulu (http://www.hulu.com?d=Amazon)
Strong Girl Bong-soon,Him-ssen yeo-ja Do Bong-soon,???? ???,TV Series,2017,TV-14,1h 7m,17,1,1,8.2,19K,19000,https://m.media-amazon.com/images/M/MV5BZTliMWVjYmYtNmQ2My00Y2UxLWJiZjQtNTg1OTk0OGE0M2IzXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi2022425369/1434659607842-pgv4ql-1635147705423.mp4?Expires=1730931922&Signature=I6pi0FPs5m4v9jeUUCEruozy5REmWBuGcwDbaFMmCUNA-~oWhffxK8ovpSzsIa8n67W62nM5jVsIR6uwWbjcyhZHyvTMuGDPCaIUQW1SYd~IUQjRBF6HiiY3w9GaxzzGIEc6Fcf14ocpuemCHFRpnS4pPcLL0RlQcNoTgYa4qX1DlwpKu9pQn7kNHLsaT0pLCFzXaNso0dbjjIEdfsb~z8tkefYw-kCZDLscIGM-LnfBEZwPtuGTy~le6u2hsMbzZTJi29XOySjke~MdSFbpggBm2CzZEdobInNldM9H0W3rUsqbE6~50QrAE2Up2zD1wtPZhURJYY8WIJGQhs9vGA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Comedy, Crime, Drama, Fantasy, Romance, Sci-Fi","Do Bong-soon is a woman born with superhuman strength that comes from the long line of women possessing it. when Ahn Min Hyuk, the CEO of ainsoft, a gaming company witnesses her strength he hires her as his personal bodyguard.","Park Bo-young, Park Hyung-sik, Ji Soo",N/A
My Love from Another Star,Byeol-e-seo on geu-dae,??? ? ??,TV Series,2013-2014,Not Rated,1h,22,1,2,8.2,17K,17000,https://m.media-amazon.com/images/M/MV5BZjU3MzQ3ZGYtOTQ3Mi00ZmYxLTgyZDctZTYxY2Y5NTZjN2JiXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi4085433113/1434659607842-pgv4ql-1634560942988.mp4?Expires=1730935595&Signature=UAjirfkWMEH3YTaaaCaGocHHELFjQqj3ASvniKZsBdyEIdIOKSOqgQqRctaPkl-8gOF~w1pifc~Id2h14iI0YLBB~Aa4VAQ3w3Wicl0isaFWvEviI9ZbP2VZw57adO8K8X5QP8OnSEX4ZPbmbfmWGfau0fsemDfxLvB5~hKbIGKrXOldw1aFX7SIyInRb21ldB59fZVKIDBqnVbwq~WXf2RFlFtED0uRarrnDHlXj6qTUYReAZMx3IGn8h~cshxeepGqEEdqmCRcyQTTwdNc7k~bLYIBl5PM5DXiXD5Taq6n9gRpFRMZklTsrqGXTCEJizkSTHGu7lXhFV1Y9br3gA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Comedy, Drama, Fantasy, Romance, Sci-Fi","Do Min-Joon, an alien that came to our planet 400 years ago, will be able to return to his planet in 3 months, but when he meets famous actress Chun Song-Yi, all the centuries he spent distancing himself from humans come to an end.","Jun Ji-hyun, Kim Soo-hyun, Park Hae-jin",Watch on Prime Video (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.feb8f111-2b3d-48b1-8e15-bfbae1e9eae7)
The King: Eternal Monarch,The King: Youngwonui Gunjoo,? ?: ??? ??,TV Series,2020,TV-14,1h 10m,16,1,1,8.1,17K,17000,https://m.media-amazon.com/images/M/MV5BMWVhNjE1OGMtMDkzYS00ZTU2LTg5ZmQtODE5NGQ3ZjgzN2M3XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi1440923161/1434659607842-pgv4ql-1587648543957.mp4?Expires=1730935003&Signature=eLhxjz~9KDs7BVu~c0CznHncWZPM5S8VeZV0V~04ATLCuVb4rKNzDwIno06ZrSy7NxEUNUTjN9Z4H8bQ2ptOSFh9YXDv5k8sr0ZsNIYvMhKblGzvMnWosC7F9lqp2EttqcvE5o2MNj43WHF-JlH9f-ZE8Wk3Mvw2p9C6VEXIUKEMK3Z4a6YiadfoIETWVR85VBhNvLnqtulawjHNjEM2FG3Hc9W3PrflFjl6ykQUBVl0-XEt~glThJOfcaHobWvP0ef-ony4CrH7ubmbRXWu~9usMxGPwgVHujKZBlypUZELFd962F14GeYy3BiA-clodQ~Il~ISNblr2vq3PW4Ykg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Fantasy, Mystery, Romance","A modern-day Korean emperor passes through a mysterious portal and into a parallel world, where he encounters a feisty police detective.","Lee Min-ho, Kim Go-eun, Woo Do-Hwan",Watch on Netflix (https://www.netflix.com/watch/81260283)
True Beauty,Yeoshingangrim,????,TV Series,2020-2021,TV-Y,1h 10m,16,1,2,8,17K,17000,https://m.media-amazon.com/images/M/MV5BZTFlNWFiNGQtNjA3Zi00ODNmLTgyNWQtODk4ZGQ2OWZjZjAxXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi1678819609/1434659607842-pgv4ql-1608221787359.mp4?Expires=1730932261&Signature=PEAax3uG8Tg0YnKWaT6nynv5O~pnDsuifNirU9rpxWZqO8FxdKp7Dd-LQkOZnAvBdVrREG2U4b7g207WcShpsFEvHF6GDUrixC8CgIttfWVs24yPjJp5vSoPx7sCE7VnywQhvfWDhEz1tsMZArGDwkgEkmWJcQ-vePpmBLux2PFlzGDdxuDFEDifn6nD4Zqc-2DskGNKuRzw47ICtzDi-uWP67Ex03ye4EIJKlRSyhmv4b0jStRuAhTY3eYJ0dSlm4-dVNQTQEA7dlKS~tgvGlPnAiXYmRJn1f~p8JVm-UMhkOnvs9ymKUbaAkk569xFA3rcuHwUJVfuUqHpRI5a0w__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Romantic Comedy, Comedy, Drama, Romance","After being bullied and discriminated because of her ugly looks, a high school girl transforms herself into a gorgeous ""goddess"" and quickly rises to fame after mastering the art of makeup via online tutorial videos.","Yaongyi, Moon Ga-young, Cha Eun-woo",N/A
Twenty Five Twenty One,Seumuldaseot Seumulhana,???? ????,TV Series,2022,TV-14,1h 10m,16,1,1,8.6,16K,16000,https://m.media-amazon.com/images/M/MV5BYTdjZWExZmMtZTY0Yy00N2U3LTkyYmYtMGNjZjUyZTM0Njg0XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi839631641/1434659607842-pgv4ql-1644282457413.mp4?Expires=1730931645&Signature=mgOBHzbGIu3X-gcrrhXRSdgr2REhAmKoFQR7mMSeUJgUiCMcqNSKEY4qzQv7SK55TdSG8TzB8JAQCDLzWqepJNANYYNIkgtqcD281dmxsU8XiBc7iBkKMXHsbqGIi7GNotLM4ndf7B83McFSJDnnbR4zzbz6sPni3U3I421gDpMnV~BZBomGpQpmaHstgWPyT0Lp7T3KNkTbz2a8~B6bfLY2ZChcj6jh9jg3cYJLudmKOLPB0gQO9MAwFFgbEaTjxlajLRl2lJyvfICkjUa-mTuIdCql754gzADM4PaURL1-5kVWdBL0eEzKlODGE7PHMx48Cjw01mXTvFq3TrcUdQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Coming-of-Age, Korean Drama, Drama, Romance","In a time when dreams seem out of reach, a teen fencer pursues big ambitions and meets a hardworking young man who seeks to rebuild his life. At 22 and 18, they say each other's names for the first time, at 25 and 21, they fall in love.","Kim Tae-ri, Nam Joo-hyuk, Kim Ji-yeon",Watch on Netflix (https://www.netflix.com/watch/81517168)
Start-Up,Seutateueob,????,TV Series,2020,TV-14,1h 20m,16,1,1,8,16K,16000,https://m.media-amazon.com/images/M/MV5BYTJiYmE0ZGItMmU1NS00NThhLWIzODEtZmJlYjBmMzcwNmY3XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi2113782041/1434659607842-pgv4ql-1603290452524.mp4?Expires=1730932596&Signature=GA8mYoli1bca7WOHvFfXPsp6LRFRXlsy7vu4N6tk0cTsUEVY-SjWhD1ZY8T3W2cUwQ7mQwrRKB3lUG~gmypVG9LOrl~3hMKhFro3zT-7xF-6w-cRTfN4Te99HcMwlQ6QkSO7yZh62bYRlGlQZPSBAYFPoTE0ryGSGgW6fi-uyDPGw1J~YRJfLJLytKPBktfq-OZqrTKrw3i83guNXfLfcGFGoaq-5YEyml4Xe3hSUGYeskzlg5KGAB8ojrns6RfS6aFGT~-KTEbhrRtU~u69qfLDlmezYHXEkPFA6k8gEm5-2ZE48C9ynZ5BBGeMzkZGC7PYcAhgmK4KSGzT39-h1w__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Feel-Good Romance, Korean Drama, Comedy, Drama, Romance",Young entrepreneurs aspiring to launch virtual dreams into reality compete for success and love in the cutthroat world of Korea's high-tech industry.,"Bae Suzy, Nam Joo-hyuk, Kim Seon-ho",Watch on Netflix (https://www.netflix.com/watch/81290293)
Flower of Evil,Agui kkot,?? ?,TV Series,2020,TV-14,1h 10m,16,1,1,8.5,15K,15000,https://m.media-amazon.com/images/M/MV5BMzY2NTQ2OGYtOTY5Ny00ZjJjLTg3ODQtYzRhZGVmNzgzZmQ4XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi3197878553/1434659607842-pgv4ql-1601555809281.mp4?Expires=1730935044&Signature=TMch-qgR4tOyYPF~PtKcWdyBtm5tSZMX1taIROg2Y39HUsaYJQb1U~yCE-F9EaOhCgeMU3~mqGd1FYL85u5cwve-xVrVX8DElx0oy-a0TE3RHCDFlde7KMLLUPMFCgPIgeetIocXnwmKE3q04TsC7l4tifajGvrJDd-JLTNDwt56kYQ3JU5UOVDmBWkGCNhOAKW9pjIRSjl1rtfmgZTChG4gcnZGxnWHKZIc33r7GiCchqd-c4KScb357LdzyQ0ezd5f3pBvXsICo6kiP28l0Kb0qdIEGEOmjeDtv~rxq-TqZ9jPAoDtk94UPP4mnQUtee0oeA~gMt8QD-8MwVKlQg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Crime, Mystery, Romance, Thriller","Although Baek Hee Sung is hiding a dark secret surrounding his true identity, he has established a happy family life. But his facade begins to crumble when his wife, a homicide detective, begins investigating murders from 15 years ago.","Lee Joon-gi, Moon Chae-won, Seo Hyun-woo",N/A
Death's Game,"Yijae, Got Jookseummida","??, ? ????",TV Series,2023,N/A,1h,8,1,2,8.5,15K,15000,https://m.media-amazon.com/images/M/MV5BNzU1OTc1YzQtMjAxOS00NjhhLTk2ZmQtM2M2YTU4NTZlYjM4XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi421512985/1434659607842-pgv4ql-1701784333293.mp4?Expires=1730932150&Signature=lqIv3kUOhTdNSE-je3nmj0z~Gu1lAhxlfMTEDdeBDU7nNAoDjfFTROdVJ8wcUU60gouwBHBDOJ4kwCZfX38ZfQF-wzllMGvnDqr~jvbC5uPW1lXv1U-CXXL3aP1T4EY5eCAVOdH6KfXyD1yGnG6fQ6Icqk7~Tkl4o0pvxyK~v9tuLaVueTZSNKjx6DULnHymc7dDbYyRbCGo5Xox6X9m2lVuhI3oT3fwEh7rR9bt~zGCQKu1bjqgTaWiStfRjpSVw90ucfM5GveknfBS2fB2mk8qVxDT7yEw9h3yCsTSHpSfITVcggTKMNWlchDd9QG8NPpU4pZcFPtLZmZM3x7BtA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Drama, Fantasy","Facing hardships and contemplating suicide after a series of setbacks, a man is confronted by Death and tasked with experiencing death over and over again through 13 other lives to earn the chance to live.","Lee Wonsik, Seo In-guk, Park So-dam",Watch on Prime Video (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.e697b15e-1746-4d3d-8141-7909efacda7f)
Queen of Tears,Nunmuleui yeowang,??? ??,TV Series,2024,N/A,1h 15m,16,1,1,8.2,15K,15000,https://m.media-amazon.com/images/M/MV5BNWNmYmQ2NzctNTA1NS00NGU2LThjOTQtYTgxNmUyYmNjODYyXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi1957086745/1434659607842-pgv4ql-1709569322202.mp4?Expires=1730932133&Signature=jFeUgK-N3wJvU0nr-16QM~EBTasLmw-YPzxhktdR50N7HQUr7V1PwngS7CIveqVjJmG2XjMXAm1XNYTncpuWP0qGfdvLW0Sjcc4RTSkvovCYJ-Qm3vLDJxWwYbx-EQpX33pW7P90iMgYcbWQIHXMNz1GeEHG6LUIyOzorU6dWsA4LQFmqwY06gJJGwkPrs5UIrbIiNjIIo4E5p~LCN-vBsjoyNIZXy3oT9qa4nDEsXqrAdqXTx1FN4dLd4g-Z0wZ8~0mt74E4Nw7Z1XrwJmo~wJ~Q2KJEY-JtACvgrdhPNAzuV04U4nUhwrY-p2Wxrqex0E652nEGLM28ZCU7K1f1g__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Drama, Family, Romance",A miraculous love story of a married couple overcoming a dizzying crisis.,"Kim Soo-hyun, Kim Ji-won, Park Sung-hoon",Watch on Netflix (https://www.netflix.com/watch/81707950)
Bloodhounds,Sanyanggaedeul,????,TV Series,2023,TV-MA,1h,8,1,1,8.1,15K,15000,https://m.media-amazon.com/images/M/MV5BODc1ODMyNDMtOTU2Yi00NmMyLWJhYzQtODUzMDJkNGVhZDY4XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi1096795161/1434659607842-pgv4ql-1685112478509.mp4?Expires=1730932202&Signature=W2zBktatoYzV9PVuCv-w3R-oQf5-xtj9pq2F2Khk4ZGYcj1V35KMuwgGUVBjecdkXz43pHz7LOYef~mg88tHTf4JGwXZRGbfsbPaW~DesZqWr7EDpt9mCScaqvjpTNi-ZbEKnq14W2gcPbud2PppUCHn3yBW-EAksigevi3JMMHhOpjvPuxeYsgTIrjXa-~KjNJvP6BK8N1aNnWvRyqDl8cd-TKKqqOOidEOiVuCqtMilCWRCkITxBxMssex-6kkBS2RcFaaXc9zxr29K8abLzrhEutgYXKzzDJdmMdbseCCk-92snMtc1br4LZc9atiNtbzvc1OEAMn3xeyipkcXQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Tragedy, Action, Crime, Drama, Sport, Thriller","In order to pay off their debt, three daring youths jump into the money-lending business while confronting the rich and powerful who prey on the weak.","Jeong Chan, Woo Do-Hwan, Lee Sang-yi",Watch on Netflix (https://www.netflix.com/watch/81444051)
Hotel Del Luna,N/A,?? ???,TV Series,2019,N/A,1h 20m,16,1,2,8.1,15K,15000,https://m.media-amazon.com/images/M/MV5BYmFjNGI1YjUtOGRjYS00ZTgwLWFkNTgtYmQ3YWY4MzYwYjk5XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi4206871321/1434659607842-pgv4ql-1631895143780.mp4?Expires=1730935214&Signature=DLVcNJjRYLizGwhJiGSO~xbmRho8sQp-xfNXcXp7~P5~ezUWb7O6AAxHEl7hl18h5G4WbHgJGHyBAgm1~ZnQcasc3nAYwZr-YVFSH5-lQqHxf7VA1VdBsALJzgPdLwAr0E2lvqrudByYHUVPKo6XIPFLWgZLkgio~3p5dTFf9xCPMDEolbZcsGA6L3G2iIkU0cw8vSAOgVcVVf2mPtJFNyKySNTC7o0II2MgUbbfVz0eGsI5WWC4sF~Rs7XCAGxNyQ64rr6cVudtK~sQW3VCi7-DPVOlEQK19HmnQTpZUNr0bpaFOqv5JbGW4UwSoipUqr~pFtIW9h4wLkTwPY8gfw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Action, Comedy, Drama, Fantasy, Horror, Mystery, Romance","When he's invited to manage a hotel for dead souls, an elite hotelier gets to know the establishment's ancient owner and her strange world.","IU, Yeo Jin-goo, Shin Jeong-geun",Watch on Netflix (https://www.netflix.com/watch/81205849)
W,W - Du gaeui segye,W - ? ?? ??,TV Series,2016,N/A,1h,17,1,1,8,15K,15000,https://m.media-amazon.com/images/M/MV5BOWUxOGM1OTAtYzI4Ni00YzVlLTk4ZmYtNTkzMjJlMGVjOTZiXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi1602536217/1434659607842-pgv4ql-1634625154040.mp4?Expires=1730935930&Signature=VZ4oI4iizFrkGqLoS4FafpG3HT3fBnjz0ivR-hdDbXHydYm6S0eP9SU1pVMFkpW2mzXMupEUWbvav~sWWlIZN7Q6fRfUKBgVZ-9CXKUKVRsNDovdnN29PqjOWKW80dnWg97WsxlDmCfyDqIQ69-35KnNaRN6vN342WtWJ0fpXknC7TI9ev1MHrDQUy6qt1dFn3K1HdaFaLhT75ydzDsbSzoeUOHELpzS4SbfeK-bfLleRA1r9-t3g1a0IcrrzeXrMWB8pVwK~jtMLLgXmwnz6F2PiIKZYd7uz9b6dtaFiwZr-hSkbYJvUqrKblDwsKcRC2Od1ustzS7AvZkEGew0HA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Action, Comedy, Drama, Fantasy, Romance, Thriller","Yeon-joo discovers that W, a webtoon created by her father, is a living world and saves the protagonist, Kang Chul. A confused Kang Chul falls in love with her and follows her to the real world.","Lee Jong-suk, Han Hyo-joo, Jeong Eu-gene",N/A
