Name,Original Title,Show Type,Release Year,Age Rating,Duration,Episodes,Seasons,Years,Rating,Number of Ratings,Poster Link,Trailer Link,Genres,Description,Stars,Streaming Services
Mr. Handy,Eodiseonga nugungae museunili saengkimyeon teulrimeobshi natananda Hong Ban-jang,2004,TV-14,N/A,1h 48m,N/A,1,N/A,6.2,310,https://www.imdb.com/title/tt0398045/mediaviewer/rm164167168/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi3165826841/MV5BMDdlYmU3MDAtYmQ3Ny00Y2UwLWIwMDAtNjE3OWQ4N2QxMzYzXkExMV5BbXA0XkFpbWRiLWV0cy10cmFuc2NvZGU@.mp4?Expires=1730703986&Signature=d5sAjCli40QjcELiyxvMbsX0jxjHCNjM9HPUEOyaxjT4xS~RCEVV5AxRW9Wdqi7YnE3qHaY2TzcdiwEwzAU8M84dhvJDstnnBJmKAqecPwnBMwIJ3JmEOf6nwQVg4amvWSXX5qL1uE0GWdzyNBkOZL1c5TqjVLbtAXS1rhTtQd0zF-IdYNj4JZxG28SmHhrNVLWlJ8dVSB-JOQgBPUbf-WVkS8QSYzdGCwCky4PDk16kbtd9cyzQLFIshtetR-~ZLbOp1y-fj8LGtAI9WjwWL9-fzxAhdLye~GhSdCNLcDBjmq5e-EwkV~eDwq85A3w5WTUDsuVGTiNuxHtSAlgeGA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Comedy, Romance","The most unexpected entanglement with Mr. HONG begins!! HONG Doo-shik, there is something special about him!! He's a good-looking 31 year-old man who knows everything and knows how to do everything. He's a delivery man for a Chinese restaurant. He's a clerk at a convenient store....Read all","Seok-beom Kang, Jeong-gu Shin, Kim Ju-hyuk",
Birth Secret,N/A,TV Series,2013,N/A,N/A,17,1,N/A,6.2,22,https://www.imdb.com/title/tt7514880/mediaviewer/rm2789814529/?ref_=tt_ov_i,N/A,"Comedy, Drama, Romance","Jung Yi Hyun (Sung Yu Ri) is gifted with a genius level IQ and has a good education. But when she happens to have retrograde amnesia, she loses ten years of her memory, from age 17 to 27. She's also unable to remember her husband Hong Kyung Doo (Yoo Joon Sang), and their genius d...Read all","Lee Jin, Yoo Joon-sang, Kim So-hyun",
The Third Charm,Je-3-ui Mae-ryeok,TV Series,2018,N/A,1h 15m,16,1,2,6.1,551,https://www.imdb.com/title/tt8954026/mediaviewer/rm2709354752/?ref_=tt_ov_i,N/A,"Comedy, Romance",The series tells the 12 year love story of two people with completely opposite personality.,"Seo Kang-joon, Esom, Lee Yoon-ji",Watch on Netflix (https://www.netflix.com/watch/81030044)
Oh My Ladylord,Oh! Juinnim,TV Series,2021,N/A,N/A,16,1,N/A,6,382,https://www.imdb.com/title/tt13715346/mediaviewer/rm362794497/?ref_=tt_ov_i,N/A,"Comedy, Romance","A romantic comedy about a thriller dramas screenwriter and an actress that specializes in romantic comedy. While the writer chooses not to date, the actress cannot seem to date.","Lee Min-ki, Im Jin-ah, Kang Min-hyuk","Watch on Prime Video (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.22776763-c24e-4784-95f7-aabaae2d131f), Watch on Prime Video (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.22776763-c24e-4784-95f7-aabaae2d131f)"
Racket Boys,Raketsonyeondan,TV Series,2021,TV-14,1h 20m,16,1,N/A,4.7,28K,https://www.imdb.com/title/tt14482414/mediaviewer/rm3947021825/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2467610649/1434659607842-pgv4ql-1624632656403.mp4?Expires=1730703997&Signature=XmMdKElCSpSL8YLkEIWsfyX1AuRXQpt-3rmDpCQ3Nq7-u6amZWKzdOFLxFZlxy-YfdJCvSgR8Xy6VO9i~cY6Xd1aSUULY9Y69usFmkMPbMOrtG~sJe2K-T0LhV3Y9-pC1oCm19-02WR3YgXySNAf~P9qoqaFJLGLcWKhxP0niWS5OHyJaEtsa98mYzEGTiezQazPkjydYlBtd-CTDQZsLSTUHzgWie9bL1~vVWPkzI7WYKivENP0IFaMjBvliOJp78KQx1VEA9iMKH4YdAd57PfT02joG4iOOteEtxzO9l9lzpD0Bl3gGAqlkDdbwgWml1u55OwXHjqjrIplLE6puQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Comedy, Drama, Sport",A city kid is brought to the countryside by his father's new coaching gig; reviving a ragtag middle school badminton team on the brink of extinction.,"Kim Sang-kyung, Oh Na-ra, Tang Joon-sang",Watch on Netflix (https://www.netflix.com/watch/81443941)
Amor Fati,Amoreupati,TV Series,2021,N/A,35m,120,1,N/A,4.3,11,https://www.imdb.com/title/tt14386466/mediaviewer/rm1914555393/?ref_=tt_ov_i,N/A,"Drama, Romance","About a woman whose family is everything, and another woman whose success is everything, and the fierce battle between the two who jumped into the second act race of their lives and how they renewed their lives as they rise up again.","Ahn Jae-mo, Choi Jeong-yun, Bae Seul-ki",
My Life's Golden Age,N/A,TV Series,2008-2009,TV-Y,N/A,56,1,2,N/A,N/A,https://www.imdb.com/title/tt6354730/mediaviewer/rm2833602048/?ref_=tt_ov_i,N/A,"Drama, Romance","When two divorced people (Lim Chae Mu and Park Jung Soo) remarried almost 20 years ago, they brought their three children (each named after a golden era of life) together in the hopes of finding happiness as a blended family.","August 30, 2008 (South Korea), South Korea, Korean",
Mouse,Mauseu,TV Series,2021,1h 20m,N/A,22,N/A,N/A,8.6,12K,https://www.imdb.com/title/tt13634792/mediaviewer/rm870698241/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi4137403161/1434659607842-pgv4ql-1634039033918.mp4?Expires=1730737103&Signature=rHb1XqkXUUL2c8EaycqGbRVlUEgPRiEoTWFkx0oC35jmEt1hJPxkuigL9OAiVlR4P1tAZOwoh57BNI8S2KcBLX1jOTq6vETMiLXNGOLsSzEwDI~D~ucIF3yjgVYqYfKsgYAw-O2jmcJwG-LBYUrX4IQfyEAFoTcMDt-d3FKVzXeDCIqg8SoJx4EPTq0ei-6qHztXBfIhN~drkLUZ4FACjyGd0BT2W63ue46fN69lzHlxKj~x0NAgR2rlZFIzGVFCKMrsAGMdzujB8GbuPsei-8k3ROkEpsPo76EKttQuCy9TxHJq3ocDQtSOrmdiXNvM54Ap79sCO3EBAdwV~GsMGw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Psychological Thriller, Action, Crime, Mystery, Sci-Fi, Thriller","Jung Ba-Reum is a rookie police officer. He is an honest person and tries to attain justice. After Ba-Reum faces a psychopath murderer, who places the entire nation in fear, his life is totally changed.","Hyun Bong-sik, Jo Jae-yoon, Jung Ae-ri",Watch on Prime Video (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.baeb6e89-8430-426e-a6a1-a5394ba3bcb8)
The Queen's Umbrella,Syurup,TV Series,2022,1h,N/A,16,N/A,N/A,8.5,3K,https://www.imdb.com/title/tt22265394/mediaviewer/rm1798308609/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi3176120857/1434659607842-pgv4ql-1664892102883.mp4?Expires=1730736771&Signature=KCQUcuwV4KwxK4opHExUZaE1zqSYfala4T5MMcNZJZhkR-jxrILBsOq6tVAh-~U5dlv85~QWkLCIbiezb2kdO9x8dRhkjLJJPyagSj8niMtjdXfl2k~ZLG8j8xnE0C8gTByQck2hktninki86iJr6D3MQuLv2z8llghGq2HKDXvJIJI6o3GlEYNMizgH741ZBfRvloKftwQiz8425WwTgMf~~Us8tAK7ULAj36EnoC8Kn5uhcyTFZrFiE0FfHiZX13pvYmt3YlZUEexvtaY9vFK0Vi26OJ9q8oIZx-gUbZtDqAW3FYBQgt06h8TB40W~zY8bI0-DfApQWhK8F-BccA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Comedy, Drama","Im Hwa Ryeong, a prickly, sensitive and hot-tempered queen, tries to turn her trouble making princes into proper crown princes.","Kim Hye-su, Moon Sang-min, Chani",Watch on Netflix (https://www.netflix.com/watch/81610893)
"Kill Me, Heal Me","Kilmi, hilmi",TV Series,2015,1h,N/A,20,N/A,N/A,8.3,6.4K,https://www.imdb.com/title/tt4339192/mediaviewer/rm3225905665/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi957334041/1434659607842-pgv4ql-1660285137570.mp4?Expires=1730737638&Signature=EvdOqNyyqyXqqa7Y50c6~vkQ3HH4NBqwndBJPyynXTahQvADTtnAOta2fhJXMhr7jq1wR~E3U4oXWdSLzpSdQG9jlkOZlCArHYmFWslLvQ~zf7b-OwA-msRnH5bjXiBmCGOZT2a5FgBrudMMudAyE1uSnXc1c7FS9ZXl6OhS3GBDmDwk70PMp6NuZuha58bjpfIuz~-PGIpm8f9wvVbv3RflzFMvl-ayiabk4LwBnq5k022xMWFsK8E36Regk474TfkGC4oyOwtnkCgRuimSZe~Uq6hekocFw3DKTWLy0T4IYWKjYUoAbIPiX6v1B93SHsP6i3cm6jysa88iBQzDlw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Comedy, Drama, Romance",A love story between the son from a wealthy family who has 7 personalities Cha Do Hyun and Oh Ri Jin who becomes his secret psychiatrist.,"Ji Sung, Hwang Jeong-eum, Park Seo-joon",
Secret Garden,Sikeurit Gadeun,TV Series,2010-2011,1h,N/A,20,N/A,2,8.1,7.9K,https://www.imdb.com/title/tt1841321/mediaviewer/rm3057181696/?ref_=tt_ov_i,N/A,"Korean Drama, Comedy, Drama, Fantasy, Romance","Gil Ra-im is a tough stuntwoman with a soft heart. Kim Joo-won is a nit-picky CEO with a long list of complexes. Love-struck, Joo-won barges into Ra-im's life in all the wrong ways, trying to make sense of his illogical feelings.","Ha Ji-Won, Hyun Bin, Yoon Sang-Hyun",
The Master's Sun,Joogoonui Taeyang,TV Series,2013,1h 2m,N/A,17,N/A,N/A,8.1,5.8K,https://www.imdb.com/title/tt3184674/mediaviewer/rm333833216/?ref_=tt_ov_i,N/A,"Comedy, Fantasy, Horror, Romance","Tae Gong Sil has the ability to see ghosts, but their constant demands for help make her life impossible until she meets Joo Jong Won, a handsome CEO who measures everything by money, since when she touches him, the ghosts disappear.","Kong Hyo-jin, So Ji-seob, Seo In-guk",
City Hunter,Siti hyunteo,TV Series,2011,TV-Y,1h,20,N/A,2,8,6.8K,https://www.imdb.com/title/tt1982229/mediaviewer/rm3467645952/?ref_=tt_ov_i,N/A,"Action, Romance, Thriller",Lee Yun-seong was trained by his father's best friend in order to get revenge on the government for killing everyone in his father's unit.,"Lee Min-ho, Park Min-young, Kim Sang-jung",
Tale of the Nine Tailed,Gumihodyeon,TV Series,2020,1h 10m,N/A,28,2,2,7.9,10K,https://www.imdb.com/title/tt12879418/mediaviewer/rm2738200833/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi3253846297/1434659607842-pgv4ql-1602691043249.mp4?Expires=1730737747&Signature=se3TICzAwVxrG2492IYtzvt8emNGrKk9~IKy-v49~Yrr0bpfWFfcOe-6q0CiwLnfJMBSFN6YR3H0~oqxKPhfDjGbGfBwZt~HVEgzEB9OdDFyYKz4FfF3ULwVekfmsQl9zSivDOAjXmv-GePHUwbeyjRucRoLpym3FGvsHgAF9YFtPgcLKupRl~suYaPFl7UiiFrYWyrRZlzTIHA33gEDmGDUhr~ku8IfGhoMW2CG93RmCwwWQ7~8viBTPoi5hIsvKQTfRT4cv8~ZqNWTqzmaht2gprFOPsQ3gu42ZH-EDAQmsNL~XjPwNyUJMZdJCEvV3cltbHIcaaHBhqPZIzKLOA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Supernatural Fantasy, Supernatural Horror, Fantasy, History, Horror, Romance",An urban dark fantasy drama about a gumiho who settles into the city and a producer who is after it.,"Lee Dong-wook, Kim Bum, Kim Yong-ji","Watch on Netflix (https://www.netflix.com/watch/81357286), Watch on Prime Video (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.a890c03f-3d1c-4171-a888-25cc5d1f46a3)"
The Moon Embracing the Sun,Haereul poomeun dal,TV Series,2012,TV-Y,N/A,20,N/A,N/A,7.9,3.6K,https://www.imdb.com/title/tt3143378/mediaviewer/rm1340466176/?ref_=tt_ov_i,N/A,"Drama, Fantasy, Romance","Set against the backdrop of a Korean traditional palace, this fantasy drama tells the poignant love story between a king and a female shaman.","Han Ga-in, Kim Soo-hyun, Jung Il-woo",
Are You Human Too?,Neodo Inganini,TV Series,2018,35m,N/A,36,N/A,N/A,7.9,3.2K,https://www.imdb.com/title/tt7817966/mediaviewer/rm2764062720/?ref_=tt_ov_i,N/A,"Comedy, Drama, Romance, Sci-Fi","A young heir falls into a coma after being brutally assaulted. However, his mother is determined to keep him in the race for the family fortune and creates a robot to replace him.","Seo Kang-joon, Gong Seung-yeon, Kim Sung-ryung",
Il Ji Mae,Iljimae,TV Series,2008,1h,N/A,20,N/A,N/A,7.9,1.2K,https://www.imdb.com/title/tt1622764/mediaviewer/rm48620544/?ref_=tt_ov_i,https://imdb-video-wab.media-imdb.com/vi4284285977/MV5BMTkxNDQyMDg5OV5BMTFeQW1wNF5BbWU4MDM0Njk5MDMx.mp4?Expires=1730737776&Signature=LcsQRf2oIkdz2MI9l-4amlyohHjjXROgqv0RNxt2aEGJeXYJMzVRBFDfGzpLePwjCPYHEpPmZDXsbHVrscghiptqialNpcifjl-omfN7NcASUDJ0njTnC1vMBSy1CGgJ7orPzpkVJFMsuIKDyXzxBOdefKKftY~l9ToWNpprC2Hol4f3ajlcvwmBey83bRYSd9S~VTP2LQIusuleIEYJJnOcPIhzAeAMnR4j2SjHBXnGHj8fQIOVhxjXOBTtacW2Iy2StlSM2LyBsFKoY2sYRYAfWEMThpypTpnIxxIuisMrYoy0UDJ-XtqKipdKxdWUhd5I2LmDn5F~qZq3e5uOYg__&Key-Pair-Id=APKAJLOTGGE6P3RA3PTA,"Period Drama, Action, Romance","During the Joseon Dynasty, Ryung acted as a hooligan in the marketplace by day but at night he was a thief who robbed corrupted government officials to give to the poor.","Lee Joon-gi, Kim Sung-ryung, Ahn Kil-kang",
Full House,Pool ha-woo-seu,TV Series,2004,TV-14,1h,16,N/A,N/A,7.8,4K,https://www.imdb.com/title/tt0464625/mediaviewer/rm1135502592/?ref_=tt_ov_i,N/A,"Comedy, Romance","In a bid to reacquire her childhood home, a free-spirited woman agrees to a sham-marriage with a selfish actor. Their daily lives are complicated by overlapping love triangles and comic misadventures.","Song Hye-kyo, Rain, Han Da-gam","Watch on Hulu (http://www.hulu.com?d=Amazon), Watch on Prime Video (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.eca9f712-b9d0-3428-c99f-14ebbeebce7a)"
Another Miss Oh,Ddo Oh Hae Yeong,TV Series,2016,1h 10m,N/A,18,N/A,N/A,7.8,2.5K,https://www.imdb.com/title/tt5679572/mediaviewer/rm718899201/?ref_=tt_ov_i,N/A,"Feel-Good Romance, Comedy, Fantasy, Romance","A romantic television series about two women who not only share the same name Oh Hae Young but they also share a destiny with the same man, Park Do Kyung, who can see the future.","Eric Moon, Seo Hyeon-jin, Ye Ji-won","Watch on Prime Video (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.c4b9fe76-b546-8c1d-4e0b-6a4bd398bd8a), Watch on The Roku Channel (https://therokuchannel.roku.com/details/1d8a139a8ef95ec4ab619315bfa32d5a)"
Sungkyunkwan Scandal,N/A,TV Series,2010,TV-Y,1h 10m,20,N/A,N/A,7.8,1.9K,https://www.imdb.com/title/tt2745682/mediaviewer/rm2145772544/?ref_=tt_ov_i,N/A,"Comedy, Drama, Romance","In the Joseon era, Kim Yoon-hee masquerades as a boy to earn a living as a book transcriber. Her family's dire circumstances and the encouragement of a noble's son finally drive her to attend Sungkyukwan University, forbidden for females.","Park Min-young, Park Yoo-chun, Yoo Ah-in",
Queen In-hyun's Man,N/A,TV Series,2012,45m,N/A,16,N/A,N/A,7.8,1.3K,https://www.imdb.com/title/tt2185220/mediaviewer/rm2429936640/?ref_=tt_ov_i,N/A,"Fantasy, Romance","Kim Boong Do is a scholar who travels 300 years into the future of modern Seoul and meets Choi Hee Jin, a no-name actress who is expecting a career renaissance through her role as Queen In Hyun in a TV drama.","Yoo In-na, Ji Hyun-woo, Eom Hyo-Seob",Watch on The Roku Channel (https://therokuchannel.roku.com/details/ea22bc32d63157c18b56adfe3857bcb6)
You Are Beautiful,Minami Shineyo,TV Series,2009,1h,N/A,16,N/A,N/A,7.7,5.5K,https://www.imdb.com/title/tt2074131/mediaviewer/rm438859264/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi3373841689/1434659607842-pgv4ql-1554992600294.mp4?Expires=1730737810&Signature=fXjX~cYBz~BbpQB5XlFw7GsjVMyBx52HmKBXpqEXylPWWmrl7e94v~7zYA3VPZOinfvAV45iaqu1-ugjfU6XA0Ukh6IACPTaYP1t6L4SUU0m1U9Xo~rwMSDxc9Rtw1N0oiaq0qIFgzpcJd~2MgOfmAFOzjoF4AgETyHVlmgwgKK75eRFkd7J~6y14OsT-040hJ2hG0~LlOVTDTc6xlXcYcqHFDl3EeSGskoVxwxRfXDnguTbKDLDKo4qfbWnomvQmwfXPZVBbQs0WBkc0rmV58Qx9mYm5lM9Ze2EBSPR1omXYiVB2Swt~TrEE96B63IaZ9p1YKbXdiAamVRzE8QpXA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Comedy, Drama, Music, Romance","Go Mi-Nyu, a girl about to become a nun, is asked to cover for her indisposed twin brother, Mi-Nam, who's on the verge of becoming a k-idol. To do so, she disguises herself as a boy and joins A.N.Jell, a really popular boy band.","Park Shin-hye, Jang Keun-suk, Jung Yong-hwa",
Rooftop Prince,Ok-tab-bang Wang-se-ja,TV Series,2012,1h 5m,N/A,20,N/A,N/A,7.7,3.1K,https://www.imdb.com/title/tt2401162/mediaviewer/rm3688227840/?ref_=tt_ov_i,N/A,"Comedy, Fantasy, Romance","Crown Prince Lee Gak transports 300 years into the future following the death of his wife; in 21st century Seoul, he meets Joo Se-Na, a woman with an uncanny resemblance to the deceased princess.","Choi Woo-sik, Han Ji-min, Lee Tae-ri",
Once Upon a Time in Saengchori,Won-seu Eo-pon Eo Ta-im in Saeng-cho-ri,TV Series,2010-2011,N/A,N/A,20,N/A,2,7.7,15,https://www.imdb.com/title/tt6443534/mediaviewer/rm3484958208/?ref_=tt_ov_i,N/A,Comedy,The story between the group of stock firm agents who were sent to the country office and the villagers.,"Ha Seok-jin, Nam Bo-ra, Yoon Seo-hyun",
Lovestruck in the City,Doshinamnyeoui Sarangbeob,TV Mini Series,2020-2021,TV-14,30m,17,N/A,2,7.6,4.5K,https://www.imdb.com/title/tt13394544/mediaviewer/rm1824378881/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2200813849/1434659607842-pgv4ql-1608049457325.mp4?Expires=1730737820&Signature=l8rddxb~6GHVMR8f3NdMHxKnqtiEK9~6d9gzRwklhC1pO9OurlPsWBXHAjumfa79jQ1BMTA0UJPMm0W~FWGJYnhP4dwzEKedZIi6zszENWGgL6Dm5DQCRTO-ijrz03CI0pMpE3vE9FN4ERba~sV7PubnIjwj52l9On7k7~o1BhhP6bMkH-oAyob7JxiUOL4RUQCKeIjPLgbFtbNWk938pQyXXtCjlme5k35NGm6fglniMC8~NIGpLbRoOnudAPGbexZtVsRXXFxSKANhVMt~kLp3cXurXal7pYgZkIfK8cKaSFjgiZQx0Pg1TtU8wIFvkfF2MgrPGvzeCDrByqD8CQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Drama, Romance","Heart stolen by a free-spirited woman after a beachside romance, a passionate architect sets out to reunite with her on the streets of Seoul.","Ji Chang-wook, Kim Ji-won, Kim Min-Seok",Watch on Netflix (https://www.netflix.com/watch/81340910)
My Holo Love,N/A,TV Mini Series,2020,TV-14,55m,12,N/A,N/A,7.6,3.9K,https://www.imdb.com/title/tt11058644/mediaviewer/rm2496300289/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi490782489/1434659607842-pgv4ql-1581166928447.mp4?Expires=1730737836&Signature=I~Ks-sq4FgAOt3trxp5h1Co4Bdm3XDroBVN4XptC-Nn5787lGCBAqOxLZQLYF4Ib0~qCJe9ALGZkTxqeD4MvFqosPG0IsMSHYlF3X3fbP6JPDbmAMDN0XCJWBWVUdHDQTL-2tYgNEhbZS5qsO08V-VQKweK87zV3P1OPd5v6Qvfx7x~6ZtN0pz2pExecSccxaTuqHBHmh1FBhPH5ISTciwWFRIAoE6edIAqayj3thLqs2dLvuasza74r~fcXzxd6cXxL4D-7us3dK2qKiU6unsAgiwOZqXt0~CPJyb5Smz0phQ2TijLhFVk6utYuwBTQSocjrkX4VJEZC2VT51V1XA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Artificial Intelligence, Drama, Romance, Sci-Fi",A successful woman has inability to recognize faces and this interferes with her social life.,"Lee Jeong-eun, Dahlia Salem, Ko Sung-hee",Watch on Netflix (https://www.netflix.com/watch/81008021)
Tale of A-rang,Arangsaddojeon,TV Series,2012,TV-Y,N/A,20,N/A,N/A,7.3,954,https://www.imdb.com/title/tt2216600/mediaviewer/rm1726342144/?ref_=tt_ov_i,N/A,"Fantasy Epic, Action, Comedy, Fantasy, History, Mystery, Romance","Lee Eun Oh, a noble's son, arrives at a small village in search of his missing mother. There, Arang, the ghost of a young woman that lost her memories of her past life, asks him to help her to figure out her identity and how she died.","Shin Min-a, Lee Joon-gi, Yeon Woo-jin",
One the Woman,Won Deo Umeon,TV Series,2021,1h 9m,N/A,16,N/A,N/A,7.2,833,https://www.imdb.com/title/tt15007114/mediaviewer/rm4114180609/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi3113927449/1434659607842-pgv4ql-1633940219960.mp4?Expires=1730737853&Signature=VlNAKNDgvgxvQsTA9flrhcdNBhZavn2LMG5NpKrk8gwCE8jEAO4uIAUwncel0INC8AeZYQoNTi9KIe3XxbYO-sN~flDwTfti8Xhkz~gHQ3X7NO28aIPh4o5JDqen8OkFZ1LhasT5ZrayR8bEhasrB3nccy5ivcmbwXjPAceGTYzOFs4UUmQMSALkKJSnkKRE1VsLW4jp0L83JXOUQzNU82O9xne9caX6hUFcn914LpFHXYMXDXzccix1sOTvnPnPQdcRn~twGtEqTyiNITUE7la4a-JBo9zE1FU35DBgujBKTHnuGZdtW1mtE65VYEiN4G7VYCSpL7KXubthHC1CKA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Comedy, Drama, Romance","Tells the story of a tough and rogue female prosecutor, who one day loses all of her memories and changes places with a conservative housewife who looks just like her.","Lee Hanee, Lee Sang-yoon, Ha Yoon",
Abyss,Eobiseu,TV Series,2019,TV-14,1h,16,N/A,N/A,7.1,3.9K,https://www.imdb.com/title/tt10055734/mediaviewer/rm2314757376/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi1581038617/1434659607842-pgv4ql-1560603787273.mp4?Expires=1730737380&Signature=BOagh80oJ5w3NCVSo-eHvEYft3SPxmyc1Wpl-cLNTuJQzoRIxhkWOsj15LrK0X016nVIVW14ol0LHITLFWtuDmijd3D69iyNYSYzgINwpJPu3fygs0FoZvwT6c4WlB6lhssWvSsE57UiyeTzNBMlE-uDq-MypEVSb~QngY9iOcxh8~Fkow1Uey0Dw7eIpq2ypyn6C3bM4Vy6ezQ9DWDSo-mBLxZ2C4Zn3mkOJHosMVOSYVzIh0iXZWzhWcTlIgavkv40l2VIZrT7O3jFbxd86BUhhwOK7il-JezDsacBWf32Xpt9Qua85SBMsMXqx0Vry-013Ho89SaDI4OvnS5XfQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Crime, Fantasy, Romance","After meeting an untimely demise in separate incidents, Cha Min and Go Se-yeon discover they've come back to life in new bodies they don't recognize.","Park Bo-young, Ahn Hyo-seop, Lee Ji-wan",Watch on Netflix (https://www.netflix.com/watch/81087762)
L.U.C.A.: The Beginning,Luca,TV Series,2021,1h,N/A,12,N/A,N/A,6.5,615,https://www.imdb.com/title/tt13752928/mediaviewer/rm2119094273/?ref_=tt_ov_i,N/A,"Action, Fantasy, Sci-Fi, Thriller","""LUCA"" (Last Universal Common Ancestor) is based on Charles Darwin's proposition that all species of life have descended over time from common ancestors.","Kim Rae-won, Lee Da-hee, Kim Sung-oh",
Rugal,N/A,TV Series,2020,1h,N/A,16,N/A,N/A,6.3,1.4K,https://www.imdb.com/title/tt11769798/mediaviewer/rm3504389121/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi3455304473/1434659607842-pgv4ql-1635765314368.mp4?Expires=1730737521&Signature=Yd5CJZ40KKKCxj~LAQc8QYJkmaDWbDnYg3GqMnMoeebcV8floYyXI49ENJ97PYgFTpUqT44rbhc0vBj2r-Z-ldaOxDB0NqBNptXsuI6STa85l7gfcl1TBj45aa0QP7lemJ4-02grOuUdF98VPrwg6rnOLfEBN5zIM9S2Y9AVz0M0apPYT132krzu5~Smr4NmCgJMv3KlYcWs9FEFESurDgOjICZOTK1rBbuytFUheQljyyPN5NDGz2G66cdBsyu3-q~oAZIiRknMBcfr~DE2xENmS1zjyAf8Z-AACpVMJy9ki4psVj0w5JgmWIAofS07BgHJxpjsQW3DXHA66rbOcQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Superhero, Action, Crime, Sci-Fi, Thriller","Based off the webtoon of the same name, it's the story of a police officer whose attempt to bring down a nationwide criminal organization ends up with him losing everything he holds dear.","Rel.mae, Choi Jin-hyuk, Cho Dong-hyuk",Watch on Netflix (https://www.netflix.com/watch/81243994)
The 1st Shop of Coffee Prince,Keopi peurinseu 1-hojeom,TV Series,2007,55m,N/A,17,N/A,N/A,8.1,6.9K,https://www.imdb.com/title/tt1772685/mediaviewer/rm301653249/?ref_=tt_ov_i,N/A,"Comedy, Drama, Romance","A tomboy, mistaken for a lad, maintains the deception for the sake of employment. The situation becomes complicated when her male boss begins to develop feelings for this ""boy.""","Gong Yoo, Yoon Eun-hye, Lee Sun-kyun",
Lawless Lawyer,Mubeop Byeonhosa,TV Series,2018,1h,N/A,16,N/A,N/A,7.6,2.8K,https://www.imdb.com/title/tt8160178/mediaviewer/rm3057667072/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi3422077721/1434659607842-pgv4ql-1636096303029.mp4?Expires=1730737968&Signature=ekbtu3m3yVUjf8f8-IsvUENSoUlFe3m~AjeSImO7sXDxxLcotapyQqejqAx9sKobvcPIg3SDuihW6nxfRGKyw60zo3oaf7u~KbpG4Uvx6eRp5~1EMN9lW3CC9PJyBITDyPw-uTm5oUP-1v5YGawcwlWy1YjuleAPgFuAv1edxIPF7PhkofmEpbgHQuypHJQIF75wMSpcAMZAouLF2RDQqbvcfsNx0gE6o1c9cQtl1jS7BXK4-~SDSuSp4V3xEVAUisEAWFis-elSY-qSqVKsxe3ugScAM6QGL-5OrbQyzWsIm1ZUYH7pmbkO5bexuKi-0WuwOIudv43hWg9V-LNxig__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Action, Drama, Thriller","Sangpil had witnessed the death of his mother, a former human rights lawyer. Brought up by his gangster uncle, he became an unprecedented gangster lawyer to avenge his mother's death.","Lee Joon-gi, Seo Ye-ji, Lee Hye-yeong",
I Miss You,Bogoshipda,TV Series,2012-2013,1h 5m,N/A,21,N/A,2,7.5,985,https://www.imdb.com/title/tt3215124/mediaviewer/rm3390780161/?ref_=tt_ov_i,N/A,"Action, Crime, Drama, Mystery, Romance, Thriller","Two middle schoolers, Soo-yeon and Jung-woo, become friends and grow close. However, an unforeseen tragedy strikes, separating them from each other. 14 years later, they are reunited as adults, but the past still lingers on their minds.","Park Yoo-chun, Yoon Eun-hye, Yoo Seung-ho",
